Code,Class,NMO,DIT,Smell
"class Document {
    void write() {
        System.out.println(""Writing document"");
    }
    void edit() {
        System.out.println(""Editing document"");
    }
    void save() {
        System.out.println(""Saving document"");
    }
}

class Report extends Document {
    void write() {
        System.out.println(""Writing document"");
    }
    void edit() {
        System.out.println(""Editing document"");
    }
    void save() {
        System.out.println(""Saving document"");
    }
}

class FinancialReport extends Report {
    void write() {
        System.out.println(""Writing document"");
    }
    void edit() {
        System.out.println(""Editing document"");
    }
    void save() {
        System.out.println(""Saving document"");
    }
}
",FinancialReport,3,3,1
"class Document {
    void write() {
        System.out.println(""Writing document"");
    }
    void edit() {
        System.out.println(""Editing document"");
    }
}

class Report extends Document {
    void write() {
        System.out.println(""Writing document"");
    }
    void edit() {
        System.out.println(""Editing document"");
    }
}

class FinancialReport extends Report {
    void write() {
        System.out.println(""Writing document"");
    }
    void edit() {
        System.out.println(""Editing document"");
    }
}

",Document,0,1,0
"class Document {
    void write() {
        System.out.println(""Writing document"");
    }
    void edit() {
        System.out.println(""Editing document"");
    }
}

class Report extends Document {
    void write() {
        System.out.println(""Writing document"");
    }
    void edit() {
        System.out.println(""Editing document"");
    }
}

class FinancialReport extends Report {
    void write() {
        System.out.println(""Writing document"");
    }
    void edit() {
        System.out.println(""Editing document"");
    }
}

",Report,2,2,1
"class Document {
    void write() {
        System.out.println(""Writing document"");
    }
    void edit() {
        System.out.println(""Editing document"");
    }
}

class Report extends Document {
    void write() {
        System.out.println(""Writing document"");
    }
    void edit() {
        System.out.println(""Editing document"");
    }
}

class FinancialReport extends Report {
    void write() {
        System.out.println(""Writing document"");
    }
    void edit() {
        System.out.println(""Editing document"");
    }
}

",FinancialReport,2,3,1
"class Document {
    void write() {
        System.out.println(""Writing document"");
    }
}

class Report extends Document {
    void write() {
        System.out.println(""Writing document"");
    }
}

class FinancialReport extends Report {
    void write() {
        System.out.println(""Writing document"");
    }
}",Document,0,1,0
"class Document {
    void write() {
        System.out.println(""Writing document"");
    }
}

class Report extends Document {
    void write() {
        System.out.println(""Writing document"");
    }
}

class FinancialReport extends Report {
    void write() {
        System.out.println(""Writing document"");
    }
}",Report,1,2,1
"class Document {
    void write() {
        System.out.println(""Writing document"");
    }
}

class Report extends Document {
    void write() {
        System.out.println(""Writing document"");
    }
}

class FinancialReport extends Report {
    void write() {
        System.out.println(""Writing document"");
    }
}",FinancialReport,1,3,1
"class Ship {
    void sail() {
        System.out.println(""Sailing ship"");
    }
    void anchor() {
        System.out.println(""Anchoring ship"");
    }
    void dock() {
        System.out.println(""Docking ship"");
    }
}

class CruiseShip extends Ship {
    @Override
    void sail() {
        System.out.println(""Sailing cruise ship"");
    }
    @Override
    void anchor() {
        System.out.println(""Anchoring cruise ship"");
    }
    @Override
    void dock() {
        System.out.println(""Docking cruise ship"");
    }
}
",Ship,0,1,0
"class Ship {
    void sail() {
        System.out.println(""Sailing ship"");
    }
    void anchor() {
        System.out.println(""Anchoring ship"");
    }
    void dock() {
        System.out.println(""Docking ship"");
    }
}

class CruiseShip extends Ship {
    @Override
    void sail() {
        System.out.println(""Sailing cruise ship"");
    }
    @Override
    void anchor() {
        System.out.println(""Anchoring cruise ship"");
    }
    @Override
    void dock() {
        System.out.println(""Docking cruise ship"");
    }
}
",CruiseShip ,3,2,1
"class Ship {
    void sail() {
        System.out.println(""Sailing ship"");
    }
    void anchor() {
        System.out.println(""Anchoring ship"");
    }
    void dock() {
        System.out.println(""Docking ship"");
    }
}

class CruiseShip extends Ship {
    @Override
    void sail() {
        System.out.println(""Sailing cruise ship"");
    }
    @Override
    void anchor() {
        System.out.println(""Anchoring cruise ship"");
    }
}
",CruiseShip ,2,2,1
"class Ship {
    void sail() {
        System.out.println(""Sailing ship"");
    }
    void anchor() {
        System.out.println(""Anchoring ship"");
    }
    void dock() {
        System.out.println(""Docking ship"");
    }
}

class CruiseShip extends Ship {
    @Override
    void sail() {
        System.out.println(""Sailing cruise ship"");
    }
}
",CruiseShip ,1,2,1
"class Machine {
    void start() {
        System.out.println(""Starting machine"");
    }
    void operate() {
        System.out.println(""Operating machine"");
    }
    void stop() {
        System.out.println(""Stopping machine"");
    }
    void maintain() {
        System.out.println(""Maintaining machine"");
    }
}

class Printer extends Machine {
    @Override
    void start() {
        System.out.println(""Starting printer"");
    }
    @Override
    void operate() {
        System.out.println(""Operating printer"");
    }
}

class LaserPrinter extends Printer {
    void start() {
        System.out.println(""Starting machine"");
    }
    void operate() {
        System.out.println(""Operating machine"");
    }
    void stop() {
        System.out.println(""Stopping machine"");
    }
    void maintain() {
        System.out.println(""Maintaining machine"");
    }
}

class ColorLaserPrinter extends LaserPrinter {
    void start() {
        System.out.println(""Starting machine"");
    }
    void operate() {
        System.out.println(""Operating machine"");
    }
    void stop() {
        System.out.println(""Stopping machine"");
    }
    void maintain() {
        System.out.println(""Maintaining machine"");
    }
}
",LaserPrinter,4,3,1
"class Machine {
    void start() {
        System.out.println(""Starting machine"");
    }
    void operate() {
        System.out.println(""Operating machine"");
    }
    void stop() {
        System.out.println(""Stopping machine"");
    }
    void maintain() {
        System.out.println(""Maintaining machine"");
    }
}

class Printer extends Machine {
    @Override
    void start() {
        System.out.println(""Starting printer"");
    }
    @Override
    void operate() {
        System.out.println(""Operating printer"");
    }
}

class LaserPrinter extends Printer {
    void start() {
        System.out.println(""Starting machine"");
    }
    void operate() {
        System.out.println(""Operating machine"");
    }
    void stop() {
        System.out.println(""Stopping machine"");
    }
    void maintain() {
        System.out.println(""Maintaining machine"");
    }
}

class ColorLaserPrinter extends LaserPrinter {
    void start() {
        System.out.println(""Starting machine"");
    }
    void operate() {
        System.out.println(""Operating machine"");
    }
    void stop() {
        System.out.println(""Stopping machine"");
    }
    void maintain() {
        System.out.println(""Maintaining machine"");
    }
}
",ColorLaserPrinter,4,4,1
"class Machine {
    void start() {
        System.out.println(""Starting machine"");
    }
    void operate() {
        System.out.println(""Operating machine"");
    }
    void stop() {
        System.out.println(""Stopping machine"");
    }
    void maintain() {
        System.out.println(""Maintaining machine"");
    }
}

class Printer extends Machine {
    @Override
    void start() {
        System.out.println(""Starting printer"");
    }
    @Override
    void operate() {
        System.out.println(""Operating printer"");
    }
}

class LaserPrinter extends Printer {
    void start() {
        System.out.println(""Starting machine"");
    }
    void operate() {
        System.out.println(""Operating machine"");
    }
    void stop() {
        System.out.println(""Stopping machine"");
    }
}

class ColorLaserPrinter extends LaserPrinter {
    void start() {
        System.out.println(""Starting machine"");
    }
    void operate() {
        System.out.println(""Operating machine"");
    }
    void stop() {
        System.out.println(""Stopping machine"");
    }
}


",LaserPrinter,3,3,1
"class Machine {
    void start() {
        System.out.println(""Starting machine"");
    }
    void operate() {
        System.out.println(""Operating machine"");
    }
    void stop() {
        System.out.println(""Stopping machine"");
    }
    void maintain() {
        System.out.println(""Maintaining machine"");
    }
}

class Printer extends Machine {
    @Override
    void start() {
        System.out.println(""Starting printer"");
    }
    @Override
    void operate() {
        System.out.println(""Operating printer"");
    }
}

class LaserPrinter extends Printer {
    void start() {
        System.out.println(""Starting machine"");
    }
    void operate() {
        System.out.println(""Operating machine"");
    }
    void stop() {
        System.out.println(""Stopping machine"");
    }
}

class ColorLaserPrinter extends LaserPrinter {
    void start() {
        System.out.println(""Starting machine"");
    }
    void operate() {
        System.out.println(""Operating machine"");
    }
    void stop() {
        System.out.println(""Stopping machine"");
    }
}


",ColorLaserPrinter,3,4,1
"class Machine {
    void start() {
        System.out.println(""Starting machine"");
    }
    void operate() {
        System.out.println(""Operating machine"");
    }
    void stop() {
        System.out.println(""Stopping machine"");
    }
    void maintain() {
        System.out.println(""Maintaining machine"");
    }
}

class Printer extends Machine {
    @Override
    void start() {
        System.out.println(""Starting printer"");
    }
    @Override
    void operate() {
        System.out.println(""Operating printer"");
    }
}

class LaserPrinter extends Printer {
    void start() {
        System.out.println(""Starting machine"");
    }
    void operate() {
        System.out.println(""Operating machine"");
    }
}

class ColorLaserPrinter extends LaserPrinter {
    void start() {
        System.out.println(""Starting machine"");
    }
    void operate() {
        System.out.println(""Operating machine"");
    }
}

",LaserPrinter,2,3,1
"class Machine {
    void start() {
        System.out.println(""Starting machine"");
    }
    void operate() {
        System.out.println(""Operating machine"");
    }
    void stop() {
        System.out.println(""Stopping machine"");
    }
    void maintain() {
        System.out.println(""Maintaining machine"");
    }
}

class Printer extends Machine {
    @Override
    void start() {
        System.out.println(""Starting printer"");
    }
    @Override
    void operate() {
        System.out.println(""Operating printer"");
    }
}

class LaserPrinter extends Printer {
    void start() {
        System.out.println(""Starting machine"");
    }
    void operate() {
        System.out.println(""Operating machine"");
    }
}

class ColorLaserPrinter extends LaserPrinter {
    void start() {
        System.out.println(""Starting machine"");
    }
    void operate() {
        System.out.println(""Operating machine"");
    }
}

",ColorLaserPrinter,2,4,1
"class Machine {
    void start() {
        System.out.println(""Starting machine"");
    }
    void operate() {
        System.out.println(""Operating machine"");
    }
    void stop() {
        System.out.println(""Stopping machine"");
    }
    void maintain() {
        System.out.println(""Maintaining machine"");
    }
}

class Printer extends Machine {
    @Override
    void start() {
        System.out.println(""Starting printer"");
    }
    @Override
    void operate() {
        System.out.println(""Operating printer"");
    }
}

class LaserPrinter extends Printer {
    void start() {
        System.out.println(""Starting machine"");
    }
}

class ColorLaserPrinter extends LaserPrinter {
    void start() {
        System.out.println(""Starting machine"");
    }
}
",LaserPrinter,1,3,1
"class Machine {
    void start() {
        System.out.println(""Starting machine"");
    }
    void operate() {
        System.out.println(""Operating machine"");
    }
    void stop() {
        System.out.println(""Stopping machine"");
    }
    void maintain() {
        System.out.println(""Maintaining machine"");
    }
}

class Printer extends Machine {
    @Override
    void start() {
        System.out.println(""Starting printer"");
    }
    @Override
    void operate() {
        System.out.println(""Operating printer"");
    }
}

class LaserPrinter extends Printer {
    void start() {
        System.out.println(""Starting machine"");
    }
}

class ColorLaserPrinter extends LaserPrinter {
    void start() {
        System.out.println(""Starting machine"");
    }
}
",ColorLaserPrinter,1,4,1
"class MusicInstrument {
    void play() {
        System.out.println(""Playing instrument"");
    }
    void tune() {
        System.out.println(""Tuning instrument"");
    }
    void clean() {
        System.out.println(""Cleaning instrument"");
    }
}

class Violin extends MusicInstrument {
    @Override
    void play() {
        System.out.println(""Playing violin"");
    }
    @Override
    void tune() {
        System.out.println(""Tuning violin"");
    }
    @Override
    void clean() {
        System.out.println(""Cleaning violin"");
    }
}
",MusicalInstrument,0,1,0
"class MusicInstrument {
    void play() {
        System.out.println(""Playing instrument"");
    }
    void tune() {
        System.out.println(""Tuning instrument"");
    }
    void clean() {
        System.out.println(""Cleaning instrument"");
    }
}

class Violin extends MusicInstrument {
    @Override
    void play() {
        System.out.println(""Playing violin"");
    }
    @Override
    void tune() {
        System.out.println(""Tuning violin"");
    }
    @Override
    void clean() {
        System.out.println(""Cleaning violin"");
    }
}
",Violin,3,2,1
"class MusicInstrument {
    void play() {
        System.out.println(""Playing instrument"");
    }
    void tune() {
        System.out.println(""Tuning instrument"");
    }
    void clean() {
        System.out.println(""Cleaning instrument"");
    }
}

class Violin extends MusicInstrument {
    @Override
    void play() {
        System.out.println(""Playing violin"");
    }
    @Override
    void tune() {
        System.out.println(""Tuning violin"");
    }
}
",Violin,2,2,1
"class MusicInstrument {
    void play() {
        System.out.println(""Playing instrument"");
    }
    void tune() {
        System.out.println(""Tuning instrument"");
    }
    void clean() {
        System.out.println(""Cleaning instrument"");
    }
}

class Violin extends MusicInstrument {
    @Override
    void play() {
        System.out.println(""Playing violin"");
    }
}
",Violin,1,2,1
"class Document {
    void open() {
        System.out.println(""Opening document"");
    }
    void edit() {
        System.out.println(""Editing document"");
    }
    void close() {
        System.out.println(""Closing document"");
    }
}

class TextDocument extends Document {
     void open() {
        System.out.println(""Opening document"");
    }
    void edit() {
        System.out.println(""Editing document"");
    }
    void close() {
        System.out.println(""Closing document"");
    }
}",Document,0,1,0
"class Document {
    void open() {
        System.out.println(""Opening document"");
    }
    void edit() {
        System.out.println(""Editing document"");
    }
    void close() {
        System.out.println(""Closing document"");
    }
}

class TextDocument extends Document {
     void open() {
        System.out.println(""Opening document"");
    }
    void edit() {
        System.out.println(""Editing document"");
    }
    void close() {
        System.out.println(""Closing document"");
    }
}",TextDocument,3,2,1
"class Document {
    void open() {
        System.out.println(""Opening document"");
    }
    void edit() {
        System.out.println(""Editing document"");
    }
    void close() {
        System.out.println(""Closing document"");
    }
}

class TextDocument extends Document {
     void open() {
        System.out.println(""Opening document"");
    }
    void edit() {
        System.out.println(""Editing document"");
    }
}",TextDocument,2,2,1
"class Document {
    void open() {
        System.out.println(""Opening document"");
    }
    void edit() {
        System.out.println(""Editing document"");
    }
    void close() {
        System.out.println(""Closing document"");
    }
}

class TextDocument extends Document {
     void open() {
        System.out.println(""Opening document"");
    }
}",TextDocument,1,2,1
"class Browser {
    void open() {
        System.out.println(""Opening browser"");
    }
    void navigate() {
        System.out.println(""Navigating browser"");
    }
    void close() {
        System.out.println(""Closing browser"");
    }
}

class WebBrowser extends Browser {
    @Override
    void open() {
        System.out.println(""Opening web browser"");
    }
    @Override
    void navigate() {
        System.out.println(""Navigating web browser"");
    }
    @Override
    void close() {
        System.out.println(""Closing web browser"");
    }
}",Browser,0,1,0
"class Browser {
    void open() {
        System.out.println(""Opening browser"");
    }
    void navigate() {
        System.out.println(""Navigating browser"");
    }
    void close() {
        System.out.println(""Closing browser"");
    }
}

class WebBrowser extends Browser {
    @Override
    void open() {
        System.out.println(""Opening web browser"");
    }
    @Override
    void navigate() {
        System.out.println(""Navigating web browser"");
    }
    @Override
    void close() {
        System.out.println(""Closing web browser"");
    }
}",WebBrowser,3,2,1
"class Browser {
    void open() {
        System.out.println(""Opening browser"");
    }
    void navigate() {
        System.out.println(""Navigating browser"");
    }
}

class WebBrowser extends Browser {
    @Override
    void open() {
        System.out.println(""Opening web browser"");
    }
    @Override
    void navigate() {
        System.out.println(""Navigating web browser"");
    }
}
",Browser,0,1,0
"class Browser {
    void open() {
        System.out.println(""Opening browser"");
    }
    void navigate() {
        System.out.println(""Navigating browser"");
    }
}

class WebBrowser extends Browser {
    @Override
    void open() {
        System.out.println(""Opening web browser"");
    }
    @Override
    void navigate() {
        System.out.println(""Navigating web browser"");
    }
}
",WebBrowser,2,2,1
"class Browser {
    void open() {
        System.out.println(""Opening browser"");
    }
}

class WebBrowser extends Browser {
    @Override
    void open() {
        System.out.println(""Opening web browser"");
    }
}
",Browser,0,1,0
"class Browser {
    void open() {
        System.out.println(""Opening browser"");
    }
}

class WebBrowser extends Browser {
    @Override
    void open() {
        System.out.println(""Opening web browser"");
    }
}
",WebBrowser,1,2,1
"class Light {
    void turnOn() {
        System.out.println(""Turning on light"");
    }
    void turnOff() {
        System.out.println(""Turning off light"");
    }
}

class Lamp extends Light {
    @Override
    void turnOn() {
        System.out.println(""Turning on lamp"");
    }
    @Override
    void turnOff() {
        System.out.println(""Turning off lamp"");
    }
}

class LEDLamp extends Lamp {
    @Override
    void turnOn() {
        System.out.println(""Turning on LED lamp"");
    }
    @Override
    void turnOff() {
        System.out.println(""Turning off LED lamp"");
    }
}",Light,0,1,0
"class Light {
    void turnOn() {
        System.out.println(""Turning on light"");
    }
    void turnOff() {
        System.out.println(""Turning off light"");
    }
}

class Lamp extends Light {
    @Override
    void turnOn() {
        System.out.println(""Turning on lamp"");
    }
    @Override
    void turnOff() {
        System.out.println(""Turning off lamp"");
    }
}

class LEDLamp extends Lamp {
    @Override
    void turnOn() {
        System.out.println(""Turning on LED lamp"");
    }
    @Override
    void turnOff() {
        System.out.println(""Turning off LED lamp"");
    }
}",Lamp,2,2,1
"class Light {
    void turnOn() {
        System.out.println(""Turning on light"");
    }
    void turnOff() {
        System.out.println(""Turning off light"");
    }
}

class Lamp extends Light {
    @Override
    void turnOn() {
        System.out.println(""Turning on lamp"");
    }
    @Override
    void turnOff() {
        System.out.println(""Turning off lamp"");
    }
}

class LEDLamp extends Lamp {
    @Override
    void turnOn() {
        System.out.println(""Turning on LED lamp"");
    }
    @Override
    void turnOff() {
        System.out.println(""Turning off LED lamp"");
    }
}",LEDLamp,2,3,1
"class Light {
    void turnOn() {
        System.out.println(""Turning on light"");
    }
}

class Lamp extends Light {
    @Override
    void turnOn() {
        System.out.println(""Turning on lamp"");
    }
}

class LEDLamp extends Lamp {
    @Override
    void turnOn() {
        System.out.println(""Turning on LED lamp"");
    }
}
",Light,0,1,0
"class Light {
    void turnOn() {
        System.out.println(""Turning on light"");
    }
}

class Lamp extends Light {
    @Override
    void turnOn() {
        System.out.println(""Turning on lamp"");
    }
}

class LEDLamp extends Lamp {
    @Override
    void turnOn() {
        System.out.println(""Turning on LED lamp"");
    }
}
",Lamp,1,2,1
"class Light {
    void turnOn() {
        System.out.println(""Turning on light"");
    }
}

class Lamp extends Light {
    @Override
    void turnOn() {
        System.out.println(""Turning on lamp"");
    }
}

class LEDLamp extends Lamp {
    @Override
    void turnOn() {
        System.out.println(""Turning on LED lamp"");
    }
}
",LEDLamp,1,3,1
"class Furniture {
    void assemble() {
        System.out.println(""Assembling furniture"");
    }
    void disassemble() {
        System.out.println(""Disassembling furniture"");
    }
    void clean() {
        System.out.println(""Cleaning furniture"");
    }
}

class Chair extends Furniture {
    @Override
    void assemble() {
        System.out.println(""Assembling chair"");
    }
    @Override
    void disassemble() {
        System.out.println(""Disassembling chair"");
    }
}

class OfficeChair extends Chair {
    @Override
    void clean() {
        System.out.println(""Cleaning office chair"");
    }
    @Override
    void assemble() {
        System.out.println(""Assembling office chair"");
    }
}

class GamingChair extends OfficeChair {
    @Override
    void disassemble() {
        System.out.println(""Disassembling gaming chair"");
    }
    @Override
    void clean() {
        System.out.println(""Cleaning gaming chair"");
    }
}
",GamingChair ,2,4,1
"class Furniture {
    void assemble() {
        System.out.println(""Assembling furniture"");
    }
    void disassemble() {
        System.out.println(""Disassembling furniture"");
    }
    void clean() {
        System.out.println(""Cleaning furniture"");
    }
}

class Chair extends Furniture {
    @Override
    void assemble() {
        System.out.println(""Assembling chair"");
    }
    @Override
    void disassemble() {
        System.out.println(""Disassembling chair"");
    }
}

class OfficeChair extends Chair {
    @Override
    void assemble() {
        System.out.println(""Assembling office chair"");
    }
}

class GamingChair extends OfficeChair {
    @Override
    void disassemble() {
        System.out.println(""Disassembling gaming chair"");
    }
    @Override
    void clean() {
        System.out.println(""Cleaning gaming chair"");
    }
}
",GamingChair ,1,4,1
"class Appliance {
    void start() {
        System.out.println(""Starting appliance"");
    }
    void operate() {
        System.out.println(""Operating appliance"");
    }
    void stop() {
        System.out.println(""Stopping appliance"");
    }
    void repair() {
        System.out.println(""Repairing appliance"");
    }
}

class Microwave extends Appliance {
    void start() {
        System.out.println(""Starting appliance"");
    }
    void operate() {
        System.out.println(""Operating appliance"");
    }
    void stop() {
        System.out.println(""Stopping appliance"");
    }
    void repair() {
        System.out.println(""Repairing appliance"");
    }
}

class SmartMicrowave extends Microwave {
    void start() {
        System.out.println(""Starting appliance"");
    }
    void operate() {
        System.out.println(""Operating appliance"");
    }
    void stop() {
        System.out.println(""Stopping appliance"");
    }
    void repair() {
        System.out.println(""Repairing appliance"");
    }
}",Microwave,4,2,1
"class Appliance {
    void start() {
        System.out.println(""Starting appliance"");
    }
    void operate() {
        System.out.println(""Operating appliance"");
    }
    void stop() {
        System.out.println(""Stopping appliance"");
    }
    void repair() {
        System.out.println(""Repairing appliance"");
    }
}

class Microwave extends Appliance {
    void start() {
        System.out.println(""Starting appliance"");
    }
    void operate() {
        System.out.println(""Operating appliance"");
    }
    void stop() {
        System.out.println(""Stopping appliance"");
    }
    void repair() {
        System.out.println(""Repairing appliance"");
    }
}

class SmartMicrowave extends Microwave {
    void start() {
        System.out.println(""Starting appliance"");
    }
    void operate() {
        System.out.println(""Operating appliance"");
    }
    void stop() {
        System.out.println(""Stopping appliance"");
    }
    void repair() {
        System.out.println(""Repairing appliance"");
    }
}",SmartMicrowave,4,3,1
"class Appliance {
    void start() {
        System.out.println(""Starting appliance"");
    }
    void operate() {
        System.out.println(""Operating appliance"");
    }
    void stop() {
        System.out.println(""Stopping appliance"");
    }
    void repair() {
        System.out.println(""Repairing appliance"");
    }
}

class Microwave extends Appliance {
    void start() {
        System.out.println(""Starting appliance"");
    }
    void operate() {
        System.out.println(""Operating appliance"");
    }
    void stop() {
        System.out.println(""Stopping appliance"");
    }
}

class SmartMicrowave extends Microwave {
    void start() {
        System.out.println(""Starting appliance"");
    }
    void operate() {
        System.out.println(""Operating appliance"");
    }
    void stop() {
        System.out.println(""Stopping appliance"");
    }
    void repair() {
        System.out.println(""Repairing appliance"");
    }
}",Microwave,3,2,1
"class Appliance {
    void start() {
        System.out.println(""Starting appliance"");
    }
    void operate() {
        System.out.println(""Operating appliance"");
    }
    void stop() {
        System.out.println(""Stopping appliance"");
    }
    void repair() {
        System.out.println(""Repairing appliance"");
    }
}

class Microwave extends Appliance {
    void start() {
        System.out.println(""Starting appliance"");
    }
    void operate() {
        System.out.println(""Operating appliance"");
    }
    void stop() {
        System.out.println(""Stopping appliance"");
    }
    void repair() {
        System.out.println(""Repairing appliance"");
    }
}

class SmartMicrowave extends Microwave {
    void start() {
        System.out.println(""Starting appliance"");
    }
    void operate() {
        System.out.println(""Operating appliance"");
    }
    void stop() {
        System.out.println(""Stopping appliance"");
    }
}",SmartMicrowave,3,3,1
"class Appliance {
    void start() {
        System.out.println(""Starting appliance"");
    }
    void operate() {
        System.out.println(""Operating appliance"");
    }
    void stop() {
        System.out.println(""Stopping appliance"");
    }
    void repair() {
        System.out.println(""Repairing appliance"");
    }
}

class Microwave extends Appliance {
    void start() {
        System.out.println(""Starting appliance"");
    }
    void operate() {
        System.out.println(""Operating appliance"");
    }
}

class SmartMicrowave extends Microwave {
    void start() {
        System.out.println(""Starting appliance"");
    }
    void operate() {
        System.out.println(""Operating appliance"");
    }
    void stop() {
        System.out.println(""Stopping appliance"");
    }
}",Microwave,2,2,1
"class Appliance {
    void start() {
        System.out.println(""Starting appliance"");
    }
    void operate() {
        System.out.println(""Operating appliance"");
    }
    void stop() {
        System.out.println(""Stopping appliance"");
    }
    void repair() {
        System.out.println(""Repairing appliance"");
    }
}

class Microwave extends Appliance {
    void start() {
        System.out.println(""Starting appliance"");
    }
    void operate() {
        System.out.println(""Operating appliance"");
    }
    void stop() {
        System.out.println(""Stopping appliance"");
    }
    void repair() {
        System.out.println(""Repairing appliance"");
    }
}

class SmartMicrowave extends Microwave {
    void start() {
        System.out.println(""Starting appliance"");
    }
    void operate() {
        System.out.println(""Operating appliance"");
    }
}",SmartMicrowave,2,3,1
"class Appliance {
    void start() {
        System.out.println(""Starting appliance"");
    }
    void operate() {
        System.out.println(""Operating appliance"");
    }
    void stop() {
        System.out.println(""Stopping appliance"");
    }
    void repair() {
        System.out.println(""Repairing appliance"");
    }
}

class Microwave extends Appliance {
    void start() {
        System.out.println(""Starting appliance"");
    }
}

class SmartMicrowave extends Microwave {
    void start() {
        System.out.println(""Starting appliance"");
    }
}",Microwave,1,2,1
"class Appliance {
    void start() {
        System.out.println(""Starting appliance"");
    }
    void operate() {
        System.out.println(""Operating appliance"");
    }
    void stop() {
        System.out.println(""Stopping appliance"");
    }
    void repair() {
        System.out.println(""Repairing appliance"");
    }
}

class Microwave extends Appliance {
    void start() {
        System.out.println(""Starting appliance"");
    }
    void operate() {
        System.out.println(""Operating appliance"");
    }
    void stop() {
        System.out.println(""Stopping appliance"");
    }
    void repair() {
        System.out.println(""Repairing appliance"");
    }
}

class SmartMicrowave extends Microwave {
    void start() {
        System.out.println(""Starting appliance"");
    }
    void operate() {
        System.out.println(""Operating appliance"");
    }
}",SmartMicrowave,1,3,1
"class PaintingTool {
    void dip() {
        System.out.println(""Dipping tool in paint"");
    }
    void apply() {
        System.out.println(""Applying paint"");
    }
    void clean() {
        System.out.println(""Cleaning tool"");
    }
}

class PaintBrush extends PaintingTool {
    @Override
    void dip() {
        System.out.println(""Dipping brush in paint"");
    }
    @Override
    void apply() {
        System.out.println(""Applying paint with brush"");
    }
    @Override
    void clean() {
        System.out.println(""Cleaning brush"");
    }
}
",PaintingTool ,0,1,0
"class PaintingTool {
    void dip() {
        System.out.println(""Dipping tool in paint"");
    }
    void apply() {
        System.out.println(""Applying paint"");
    }
    void clean() {
        System.out.println(""Cleaning tool"");
    }
}

class PaintBrush extends PaintingTool {
    @Override
    void dip() {
        System.out.println(""Dipping brush in paint"");
    }
    @Override
    void apply() {
        System.out.println(""Applying paint with brush"");
    }
    @Override
    void clean() {
        System.out.println(""Cleaning brush"");
    }
}
",PaintBrush ,3,2,1
"class PaintingTool {
    void dip() {
        System.out.println(""Dipping tool in paint"");
    }
    void apply() {
        System.out.println(""Applying paint"");
    }
}

class PaintBrush extends PaintingTool {
    @Override
    void dip() {
        System.out.println(""Dipping brush in paint"");
    }
    @Override
    void apply() {
        System.out.println(""Applying paint with brush"");
    }
}
",PaintingTool ,0,1,0
"class PaintingTool {
    void dip() {
        System.out.println(""Dipping tool in paint"");
    }
    void apply() {
        System.out.println(""Applying paint"");
    }
}

class PaintBrush extends PaintingTool {
    @Override
    void dip() {
        System.out.println(""Dipping brush in paint"");
    }
    @Override
    void apply() {
        System.out.println(""Applying paint with brush"");
    }
}
",PaintBrush ,2,2,1
"class PaintingTool {
    void dip() {
        System.out.println(""Dipping tool in paint"");
    }
}

class PaintBrush extends PaintingTool {
    @Override
    void dip() {
        System.out.println(""Dipping brush in paint"");
    }
}
",PaintingTool ,0,1,0
"class PaintingTool {
    void dip() {
        System.out.println(""Dipping tool in paint"");
    }
}

class PaintBrush extends PaintingTool {
    @Override
    void dip() {
        System.out.println(""Dipping brush in paint"");
    }
}
",PaintBrush ,1,2,1
"class Printer {
    void print() {
        System.out.println(""Printing document"");
    }
    void scan() {
        System.out.println(""Scanning document"");
    }
}

class InkjetPrinter extends Printer {
    @Override
    void print() {
        System.out.println(""Printing with inkjet printer"");
    }
    @Override
    void scan() {
        System.out.println(""Scanning with inkjet printer"");
    }
}

class LaserPrinter extends InkjetPrinter {
    @Override
    void print() {
        System.out.println(""Printing with laser printer"");
    }
    @Override
    void scan() {
        System.out.println(""Scanning with laser printer"");
    }
}
",Printer ,0,1,0
"class Printer {
    void print() {
        System.out.println(""Printing document"");
    }
    void scan() {
        System.out.println(""Scanning document"");
    }
}

class InkjetPrinter extends Printer {
    @Override
    void print() {
        System.out.println(""Printing with inkjet printer"");
    }
    @Override
    void scan() {
        System.out.println(""Scanning with inkjet printer"");
    }
}

class LaserPrinter extends InkjetPrinter {
    @Override
    void print() {
        System.out.println(""Printing with laser printer"");
    }
    @Override
    void scan() {
        System.out.println(""Scanning with laser printer"");
    }
}
",InkjetPrinter ,2,2,1
"class Printer {
    void print() {
        System.out.println(""Printing document"");
    }
    void scan() {
        System.out.println(""Scanning document"");
    }
}

class InkjetPrinter extends Printer {
    @Override
    void print() {
        System.out.println(""Printing with inkjet printer"");
    }
    @Override
    void scan() {
        System.out.println(""Scanning with inkjet printer"");
    }
}

class LaserPrinter extends InkjetPrinter {
    @Override
    void print() {
        System.out.println(""Printing with laser printer"");
    }
    @Override
    void scan() {
        System.out.println(""Scanning with laser printer"");
    }
}
",LaserPrinter ,2,3,1
"class Printer {
    void print() {
        System.out.println(""Printing document"");
    }
}

class InkjetPrinter extends Printer {
    @Override
    void print() {
        System.out.println(""Printing with inkjet printer"");
    }
}

class LaserPrinter extends InkjetPrinter {
    @Override
    void print() {
        System.out.println(""Printing with laser printer"");
    }
}
",Printer ,0,1,0
